"ID","Joke"
140,"My mother always told me if you can't say anything nice, don't say anything at all... And some people wonder why I'm so quiet around them."
141,"Flirting is dangerous business. One wrong move and you're committed."
142,"I'm not comfortable with the fact that there's a skeleton inside me."
143,"Damn you E Cards! Your making it too easy to share my stolen status'!"
144,"You call it laziness', I call it laziness' too because I don't feel like coming up with an alternate excuse."
145,"I'm a guy that loves to show a woman exactly what I like sexually. So I start off every first date with a 2-hour PowerPoint presentation."
146,"Now..a cheaper way to express your love...-E-cards !"
147,"I have a friend whose status says ""suicidal standing on edge of cliff'.... I poked him."
148,"""Don't kid yourself"" Would be a great slogan for an abortion clinic."
149,"I was arrested for indecent exposure, but, sadly, released for lack of evidence."
150,"I only chill with professional alcoholics!!!"
151,"I hate arrogant people....It's like they think they're better than me...No one is better than me!"
152,"I always clench up before I drive into a tunnel because I'm afraid Wile E. Coyote might have just drawn it on there."
153,"If my ceiling fan could hold my weight, I would never be bored again."
154,"A cure has been found for homosexuality. Lip balm  you rub it on your arsehole and it keeps the chaps away."
155,"Obama this, Bush that... How about if you're still unemployed after 3+ years you might just be a loser?"
156,"If I ever get to an age where the music from the ice cream truck doesn't make me excited, pull the plug."
157,"I've been struggling with my laziness. I can't decide if I should sit down and do nothing or lie down and do nothing."
158,"Just found my birth certificate. Ugh, it's official: I've gained weight."
159,"Finally got around to shaving my crotch after a few years. Its nice to see my knees again."
160,"I just violated myself in the shower. I didn't want to but rules are rules and I did drop the soap after all."
161,"Sometimes relationships last longer when Facebook doesn't know about them."
162,"I live in constant fear of accidentally mentioning something I only know about you because I've stalked you on the internet."
163,"Scientist believe that coworkers are the main reason why humans developed middle fingers."
164,"I'm shy at first, but once I'm comfortable with you get ready for some crazy s$it."
165,"Baby on board* Oh really? Thanks for letting me know, I was about to ram into your car, but now I won't."
166,"""Please punch in your account number, phone number and the last four digits of your social security, so I can transfer you so they can ask you for those same numbers again!"""
167,"Do you enjoy interacting with people?"" ""Nope"" ""Great, you're hired!""  DMV interview process"
168,"3 Guys in Colorado died protecting their girlfriends. I don't want to hear any girls saying that ALL GUYS ARE THE SAME."
169,"Homeless guy walking by this bar patio looked at me and said ""I'm your future,"" and I was like ""Sweet, we have a cool beard."""
170,"It's funny how if you are a minority and commit a mass murder, you are either a terrorist, thug, or an illegal, but if you are white, then you have a mental disorder and misunderstood!"
171,"Politicians are the only people in the world who create problems and then campaign against them."
172,"Ladies be careful, some of these guys don't want to get into your pants, they want to wear them."
173,"Alcohol is the worst thing in the world... My friend had a lot last night and ended up saying  ""I love you"" to his Own Wife !!!"
174,"Just got a tattoo of my wife so when she pisses me off I can stab myself in the arm and watch that b%tch bleed."
175,"Free Tip: If a prostitute has nice teeth and carries a purse, she's a cop."
176,"My wife is so much more attractive without having glasses on. That's why I always take mine off when I get home from work!"
177,"I often ask myself ""What's wrong with me?"" and the answer is ALWAYS ""You can't drink at work"""
178,"It's not you.. It's me. And my inability to tolerate you any longer."
179,"A couple who had been together for 25yrs and raised 10 children was asked what the secret to staying together was. The wife replied ""Many years ago we made an agreement that the first one to leave has to take all the children with them!!!"""
180,"That awkward moment when you check the price tag and then slowly walk away."
181,"A person automatically becomes ten times more attractive when you find out they like you!!!"
182,"Today I sent out a text saying, ""Hey, I lost my phone, will you call it?"" 12 people called me...I need damn smarter friends."
183,"The only thing I know about Women: They don't like being told what to do unless they're naked."
184,"How long after the first date should I wait before asking to get my bra & panties back?"
185,"Girls at parties are like parking spaces, if you're late all the good ones are gone, So when nobody's looking you stick it in the disabled one...."
186,"Some of you I'd like to take under my wing like a mother hen. Others of you I'd like to trap between my thighs like the Cougar that I am."
187,"I remember the days when I wasn't addicted to Facebook...I also remember eating, sleeping, going out, returning calls, making eye contact,"
188,"Half of my Facebook friends are still there solely because their life is a train wreck and it's entertaining."
189,"The reason you can't go back after going black is because none of them have a car to take you back or a job to buy gas."
190,"You don't give up your car when someone else drives drunk! So why would you give up your gun when someone else commits a crime with a gun?!"
191,"Husband-Y r there torn condoms lying on sofa? Wife-What? Where? Wife goes 2 find them & comes back angrily saying-Will you stop calling our children ""Torn condoms""?"
192,"I tried exercise but I was allergic to it. My skin flushed and my heart raced. I got sweaty and short of breath. Very dangerous."
193,"Charm me with your beauty and intelligence or just wait till I'm really drunk."
194,"It's amazing how little information I need on someone before I decide I don't like them!!!"
195,"They say a woman's work is never done. Maybe that's why they get paid less."
196,"Thank God It's Monday"" ~ My Liver"
197,"Who's this ""moderation"" people keep telling me to drink with?"
198,"Dudes in skinny jeans...there's no need for sex if you're already in her pants..."
199,"Things you need to know about me: 1- I'm lazy 2- hmm, one is enough"
200,"You can't say happiness without saying penis. Coincidence ? I think NOT..."
201,"If your legs open up faster than Google's homepage. You are not girlfriend material."
202,"My Wife's MENU had only two items: 1: Eat it or 2: Leave it."
203,"Everyone wears the left shoe last, Don't believe it? Proof: when we wear 1 shoe, the other one is left!"
204,"I saw a woman wearing a sweat shirt with ""Guess"" on it...so I said ""Implants?"""
205,"Just because something is meant for kids doesn't mean it won't be amusing for adults. Boobs are a great example."
206,"The easiest way to confuse a woman is to give her a choice."
207,"Can officially confirm that the way to a man's heart these days is not through beauty, food, sex, or alluringness of character, but merely the ability to seem not very interested in him."
208,"You know what I like most about people? Their Pets."
209,"No party would be complete without that creepy guy sitting in the corner."
210,"All a woman wants is a strong, confident, capable man who will wear whichever shirt she tells him to."
211,"A spider crawled across my leg while I was driving and of course that fcuker survived the crash."
212,"Sometimes I just want to slap the stupid out of people, but I'm worried it'd take up my entire day"
213,"It is a scientific fact that the gravitational pull of a woman's cleavage on a man's eyes is too strong to be fought!!!"
214,"If I stop my car for you to walk across the street, I better see some hustle out of you! Knee's to chest b!tch , knee's to chest!!!"
215,"I was so drunk last night at the bar. When I walked across the dance floor to get another drink I won the dance competition."
216,"If you think my status updates are ridiculous, you should see my life choices."
217,"Better to be somebody's dog than everybody's BITCH !!! Every dog will have his day, remember ?"
218,"Some people are only alive in this world because I really don't want to be someone's b!tch in prison"
219,"If you surround yourself with people who are full of drama, don't bitch if a shitstorm is always blowing through your life."
220,"I think instead of ""LOL""....I'm gonna go with ""SALTS"" (Smiled a little then stopped). Its more truthful."
221,"Let me know when you're off your Man-Period!!!"
222,"Dear Shirtless Guy in his Profile Pic, You REALLY want to impress girls? Get a job & pose in front of your cubicle."
223,"My girlfriend spends every night in town, going from bar to bar. And she always f*cking finds me."
224,"I went door-to-door today telling my neighbors I'm a registered sex offender so they'll keep their damn kids out of my yard."
225,"Terrorists are starting to get worried coz Americans have now started to steal their jobs"
226,"What's black and fills out welfare forms?? A pen, you jerk."
227,"Nobody should regret anything that made them smile."
228,"Toaster Settings: 1) I do nothing. 2) I do nothing. 3) I SET THE BREAD ON FIRE!"
229,"LIKE if you remember what it was like to take a ton of pictures only to wait a week to find out they were useless."
230,"Studies show that your chances of getting murdered drop down significantly when you STFU and mind your own business."
231,"It can get pretty exhausting hating as many people as I do in a day."
232,"One Day I hope I can afford an iphone like that girl in line in front of me with the food stamps!!!"
233,"Bad Gun! Bad Gun!....Shame on you for making criminals do those bad things!.......And then those Forks that are making me Fat!!!"
234,"Oh I'm sorry, I forgot I only exist when you need something!"
235,"If it wasn't for the gutter my mind would be homeless."
236,"Rise and shine to all the beautiful women of the world. Ugly women, don't get greedy, go back to sleep, your time is coming, at night."
237,"If you can't handle me at my drunkest, you don't deserve me when I'm sober."
238,"What's the point of a high school reunion? I have Facebook. I already know you got Fat"
239,"The view of your Bedroom is perfect from this tree!"
240,"You don't have to be Crazy to be my friend!........But it sure helps!"
241,"Women sex toys cost money for Batteries! Men's sex toys cost money for rent, clothes, groceries....."
242,"My dad worked on the roadwork's for twenty years before he got fired for stealing! At first I didn't believe it... but when I got home all the signs were there"
243,"I don't understand why so many of you are unhappy. They sell vodka where you are, don't they?"
244,"Yo mama's so ugly, she made a blind kid cry."
245,"So I made up a new word: Ask-hole; someone who constantly asks for your advise then does the opposite of what you told them."
246,"Just remember that whatever you put up with, you end up with."
247,"All my life I've wanted to learn to juggle. I just never had the balls to do it."
248,"When you're an Olympic-size slut, every day is an opening ceremony."
249,"You call them ""cuss words."" I choose to call them ""sentence enhancers."""
250,"Girls who say, ""a lot of guys are after me"", should keep in mind that low prices always attract many customers."
251,"Girls who are easy on the eyes are usually hard on the balls and wallet."
252,"I've been asking God to send me my soul-mate. Either he's not listening or we've got very different ideas on how she should look."
253,"I'm always on my ""Best"" Behavior...It just so happens my Best Behavior isn't very good!!"
254,"If women don't fool around, and men do fool around, who are the men fooling around with?"
255,"Laughing at all the lovey dovey posts today from the same people who were so miserable in the exact same relationships that they felt it news worthy enough to post how miserable, unhappy and thoroughly disgusted they were with that exact same person"
256,"Careful girls, fat guys just wanna get inside your pantries."
257,"Every morning you have two choices: be productive and really shine, OR pour some coffee, log in and start posting. Hello, darlings."
258,"During the opening Olympic ceremony I thought the Chinese uniforms looked pretty good!....And the ones worn by the Chinese team weren't too bad either!!!"
259,"Man Rule #6......Men's Olympic Swimming events are the ""Only"" I repeat ""Only"" time speedo's are allowed!!!"
260,"Robert Pattinson said Kristen Stewart humiliated him. Then he added it was even more humiliating than being in Twilight."
261,"So this Kristen Stewart cheating stuff... Still a better love story than Twilight."
262,"Kristen Stew@rt is apologizing for ""everything she has done"", which I'm assuming includes the Twilight series."
263,"Aww I'm sorry you're mad the world doesn't revolve around you. Here...let me pour you a nice, tall glass of Get Over It."
264,"Why is YOLO popular all of a sudden? Was there seriously a problem of people thinking we lived twice?"
265,"It's so hot outside, I bet Jehovah's Witnesses are going to start telemarketing."
266,"Why is it the less money someone makes the better they are at reproducing?"
267,"My girlfriend always keep her boobs pressed against my face when she asks me for expensive things.She calls it the ""Booby trap"""
268,"Debt collectors calling you? They don't call ME anymore after I answer the phone ""Homicide, Detective Smith speaking, please give me your full name and direct affiliation with the victim who's phone you've just called."" Problem solved!"
269,"Just remember whatever you put up with you end up with!"
270,"Nothing more uncomfortable than a girl with a lazy eye looking up at you while giving you head."
271,"Someone should invent padded underwear for men to get back at women for wearing pushup bras"
272,"My wife always compliments me after an argument. ""I couldn't have married a bigger d!ck"""
273,"Just found $4 on the ground. Well, more like $2.40 after my ex wife claims her share"
274,"Statistics never show how many accidents each year are the direct result of a guy checking out some chick's ass."
275,"Willow Smith is 11 years old and has a tongue piercing, half of her hair shaved off, and is claiming to be bisexual? Sounds like somebody needs to move in with their auntie and uncle in Bel-Air."
276,"Shopping for a minivan at a car show while you're married is like going to a strip club and looking at the DJ."
277,"Just because you can't dance, doesn't mean you shouldn't dance! *this fb status had been approved and paid for by Alcohol"
278,"Apparently, ""I had an interview with a better company"" is not an acceptable reason for being late for work."
279,"Never met a teenager driving a luxury car that I didn't hate."
280,"I don't have a summer home, but I do have several different email addresses."
281,"I don't drink water, unless it's been through a brewery first."
282,"I hate it when I remove myself from around people to fart in peace and they follow me right after I have release a big one."
283,"When I have complicated problems I always ask myself, what would my imaginary wife do? And then I end up buying myself cupcakes, and shoes."
284,"All men approve of premarital sex......until they have a daughter."
285,"I wake up easy most of the time, but every now and then, I wake up hard."
286,"There's no place like home. (to poop)"
287,"A woman has sued a hospital, stating that, after recent treatment, her husband had lost interest in sex. The doctors replied: All we did was correct his eyesight'"
288,"Its no longer the little birdy that told you something. now days its ""i seen it on facebook."""
289,"I can see smoke on the horizon. God I hope it's rest of Monday burning to the ground"
290,"Everyone has at least one friend who treats their Facebook status like their therapist."
291,"People with a sense of humor are so much easier to talk to."
292,"World population:7,018,521,683....just in case some one starts feeling too important"
293,"""What doesn't kill you makes you smaller!"" -ask Super Mario"
294,"China is now entering sperm as contestants in Olympic swimming events, claiming they are of age."
295,"Is it so wrong to bang on your neighbor's door at 2am and ask them to reset their modem?"
296,"We have three types of friends in life: Friends for a reason, friends for a season, and friends for a lifetime."
297,"Life is like photography  we develop from the negatives."
298,"Santa has elves. America has China."
299,"Yelling someone's name in different voices until they finally hear you"
300,"Life is not a problem to be solved, but a reality to be experienced."
301,"I would like to apologize to all my American Friends for the Power Blackout in India. Electricity is now restored and your Customer Service & Tech Support is now up & running."
302,"India's population before the blackout was 1.2 Billion....After the blackout it's supposed to grow by another 300 million:)"
303,"The Obama Administration just created 100 million jobs @ Dell and Comcast by cutting power in India."
304,"I wrote a status about unemployment earlier, but didn't post it. It needs some work."
305,"I don't take my wallet to work because I'm afraid someone will steal it while I'm sleeping."
306,"I love you, but I'm not in ""change my relationship status on FB"" love with you"
307,"Ladies, if you get in an argument with a guy and you have no chance of winning, start playing with your boobs. Trust me on this one."
308,"Whenever someone says to me ""You look so familiar, where do I know you from?"" I say, ""Do you watch porn?"""
309,"Husband: Let's try a different position tonight. Wife: That's a good idea. You stand by the ironing board while I sit on the sofa and fart."
310,"They say love is more important than money. B!tch, have you ever tried paying your bills with a hug?!"
311,"Sunglasses were invented so you can stare at me while you're with your girlfriend."
312,"The people who wear Bluetooth headsets always look like the people least likely to ever receive phone calls."
313,"Some people dream of success, others are awake & work hard at it."
314,"Best Way to deal with High School Bullies: Grow up to be smarter, richer and better looking than them and then add them on Facebook."
315,"Saw that Poland just won the country's first gold metal.... they were so happy, they had it bronzed!"
316,"Here's a lesson that no matter how many times I learn it, I always forget: When a woman asks you for your opinion about something, she doesn't actually WANT your opinion; she just wants to hear her opinion said again with a deeper voice."
317,"Let me in, Let me in, Let me in! I need to go back out again!-My Dog!"
318,"Right now the United States and China are tied in total Olympic medals! Of course we trail in Gold medals because every time we win one we have to turn it over to China to pay our debt!!!"
319,"My anti-social behavior reached a new high today when I was un-invited to a wedding, and it made my day."
320,"Gymnasts used to look tiny and cute, now they look like they'll kick your @ss in a bar fight."
321,"Stopped by the apple store to see if they have a better phone than the Samsung Galaxy S3......ilaughed"
322,"Olympic Gymnast: Jumps 20 feet in the air, defies all laws of physics, does 10 backflips, defeats voldemort, comes back down and lands perfectly on the balance beam while fireworks go off in the background. ME: I fall on face as I try putting my socks on."
323,"321."
324,"Oh goodness it's Olympic Soccer. If I wanted to watch someone struggle to score for 90 minutes, I'd take some of my single friends to the bar."
325,"They should make the female swimmers wear a tube top & thong then maybe I'd finish before they did."
326,"If you are living your life without giving an ""f"", You are living a li[ ]e."
327,"I tried cooking with wine tonight, after five glasses, I forgot why I was even in the kitchen"
328,"I got Mood Poisoning. Must have been something I hate."
329,"Word of the day Exhaustipated...........Just too tired to give a sh!t"
330,"People nowadays take pictures, not for memories, but to post them on Facebook and get comments."
331,"Everyone has that one friend who treats their Facebook status like their therapist."
332,"Best part about staying up late = total absence of morning people."
333,"Don't ever change for anyone. Nothing is worth compromising your beliefs. Unless it's for money."
334,"You can find true happiness inside yourself! Haha, almost had you. I'll meet you at the liquor store."
335,"So you mean to tell me a stress ball isn't for throwing at people who stress you out?"
336,"Husband: Honey I bought the new Gold Olympic Condoms... Wfie: Why not Silver and come second for a change...?"
337,"Bought one of those tennis racket looking bug zappers today. My god, where have you been all my life. What fun! Oooh, here comes the dog...."
338,"Pushed too hard against my eardrum with a Q-tip and reset my brain."
339,"I hate when I can't find a decent status update to steal."
340,"My misery loves vodka, and hates company."
341,"Ladies; The ""JUICY"" on the back of these shorts should really be on the front."
342,"The Girlfriend left a note on the fridge ""IT'S NOT WORKING, I CAN'T TAKE IT ANYMORE , I'M GOING TO MOTHERS "" I opened the fridge, the light came on, The Beer was Cold,,, What the Hell is she talking about !?!?"
343,"I've been Nominated for Facebook's New Award, Most Funny/Best Posts in 2013!.......In other news I lost my job, my wife, car, and all contact with the outside World!!!"
344,"I just read that Stevie Wonder is filing for divorce. I guess in the end, they just didn't share the same views!"
345,"BEST ADVICE: Be happy in front of people who don't like you, it kills them."
346,"I bet women's trust issues with men started with a weatherman."
347,"WhatsApp..... Person is typing... Person is typing... Person is typing... Person is typing... Person is typing... Person is typing... Person says: hi"
348,"Just remembering some of my elementary school days and chuckled when I remembered how sitting ""boy, girl, boy, girl"" used to be a punishment."
349,"I Love when my Friends help to Identify themselves as Technologically-Retarded Idiots by changing their Status to: ""WOW I can't believe that you can see who is viewing your Profile!""..."
350,"If you don't know, please ask. If you don't agree, argue. If you don't like it, please say it. But don't sit there quiet and judge me."
351,"Asian Pregnancy Test: Insert Rubix cube into Vagina. Pull it out 30 seconds later. If its solved....... you are pregnant."
352,"My Level of Maturity Changes Depending On Who I'm With"
353,"Scientists finally discovered how an elephant trumpets. Maybe now they can get back to curing cancer..."
354,"Don't stare at me during sex! I don't know you!"
355,"How does a person from New Zealand find a sheep in tall grass? Very satisfying."
356,"First Olympic sailing result just in. GB have taken gold, Australia have taken silver and Somalia have taken the boat"
357,"Bowling is my favorite sport because you don't have to run and there's beer five feet away."
358,"I don't appreciate the trash talking Chinese athletes saying ""we OWN you!"" to the U.S. team. Let's leave our deficit out of this!"
359,"My sex life is a lot like the Olympic 100m final. I wait 4 years for it and it's over in less than 10 seconds."
360,"Finally, track and field. Where the men are men and the women are too..."
361,"Even in the Olympics, women's basketball is un-watchable."
362,"At least Stevie wonder was faithful, he never saw any other women during his marriage."
